sentence_id,factor_id,domain_id,canonical_meaning,surface_family,split,sentence_text,hard_negative_factor_ids,language
F2_07,F2,F,the institution is a public university,F3,val,It is the public funding that defines this university.,"[""F1""]",en
F2_08,F2,F,the institution is a public university,F4,test,This university is funded by government rather than private sources.,"[""F1""]",en
F2_09,F2,F,the institution is a public university,F4,test,It is a state-supported higher education institution.,"[""F1""]",en
F2_10,F2,F,the institution is a public university,F5,test,"As a public university, it is funded by public money and open to students broadly.","[""F1""]",en
F2_11,F2,F,the institution is a public university,F5,test,This institution receives state funding and operates as a public higher education provider.,"[""F1""]",en
F3_00,F3,F,the document is a fixed-term employment contract,F1,train,The document is a fixed-term employment contract.,"[""F4""]",en
F3_01,F3,F,the document is a fixed-term employment contract,F1,train,This agreement is a fixed-term employment contract.,"[""F4""]",en
F3_02,F3,F,the document is a fixed-term employment contract,F2,train,It is an employment agreement with a defined end date.,"[""F4""]",en
F3_03,F3,F,the document is a fixed-term employment contract,F2,train,This contract hires a worker for a limited period.,"[""F4""]",en
F3_04,F3,F,the document is a fixed-term employment contract,F3,val,What defines this document is being a fixed-term employment contract.,"[""F4""]",en
F3_05,F3,F,the document is a fixed-term employment contract,F3,val,A fixed-term employment contract is what this document is.,"[""F4""]",en
F3_06,F3,F,the document is a fixed-term employment contract,F3,val,"The contract, which covers employment, specifies a fixed end date.","[""F4""]",en
F3_07,F3,F,the document is a fixed-term employment contract,F3,val,It is the fixed duration of this employment contract that defines it.,"[""F4""]",en
F3_08,F3,F,the document is a fixed-term employment contract,F4,test,This document formalizes a job arrangement that will end on a specific date.,"[""F4""]",en
F3_09,F3,F,the document is a fixed-term employment contract,F4,test,"It is a contract that employs someone for a set period, after which it expires.","[""F4""]",en
F3_10,F3,F,the document is a fixed-term employment contract,F5,test,"As a fixed-term contract, it establishes employment that ends on a set date.","[""F4""]",en
F3_11,F3,F,the document is a fixed-term employment contract,F5,test,This employment contract differs from permanent ones in that it has a defined expiration.,"[""F4""]",en
F4_00,F4,F,the document is an employment contract,F1,train,The document is an employment contract.,"[""F3""]",en
F4_01,F4,F,the document is an employment contract,F1,train,This agreement is an employment contract.,"[""F3""]",en
F4_02,F4,F,the document is an employment contract,F2,train,It is an agreement governing a work relationship.,"[""F3""]",en
F4_03,F4,F,the document is an employment contract,F2,train,The document formalizes a job arrangement.,"[""F3""]",en
F4_04,F4,F,the document is an employment contract,F3,val,What defines this document is being an employment contract.,"[""F3""]",en
F4_05,F4,F,the document is an employment contract,F3,val,An employment contract is what this document is.,"[""F3""]",en
F4_06,F4,F,the document is an employment contract,F3,val,"The contract, which governs employment, sets out the terms of work.","[""F3""]",en
F4_07,F4,F,the document is an employment contract,F3,val,It is the employment relationship that this contract governs.,"[""F3""]",en
F4_08,F4,F,the document is an employment contract,F4,test,This document sets out the formal terms under which someone is employed.,"[""F3""]",en
F4_09,F4,F,the document is an employment contract,F4,test,It is a legal agreement establishing the conditions of a paid work relationship.,"[""F3""]",en
F4_10,F4,F,the document is an employment contract,F5,test,"As an employment contract, it formalizes the agreement between employer and employee.","[""F3""]",en
F4_11,F4,F,the document is an employment contract,F5,test,This document defines the rights and obligations of both employer and worker.,"[""F3""]",en
A1_ml_de_00,A1,A,,F1,ml,Das Objekt ist heiß.,,de
A1_ml_de_01,A1,A,,F1,ml,Das Ding ist heiß.,,de
A1_ml_es_00,A1,A,,F1,ml,El objeto está caliente.,,es
A1_ml_es_01,A1,A,,F1,ml,La cosa está caliente.,,es
A1_ml_ar_00,A1,A,,F1,ml,الجسم حار.,,ar
A1_ml_ar_01,A1,A,,F1,ml,الشيء حار.,,ar
A1_ml_zh_00,A1,A,,F1,ml,这个物体是热的。,,zh
A1_ml_zh_01,A1,A,,F1,ml,这个东西是热的。,,zh
A2_ml_de_00,A2,A,,F1,ml,Das Objekt ist kalt.,,de
A2_ml_de_01,A2,A,,F1,ml,Das Ding ist kalt.,,de
A2_ml_es_00,A2,A,,F1,ml,El objeto está frío.,,es
A2_ml_es_01,A2,A,,F1,ml,La cosa está fría.,,es
A2_ml_ar_00,A2,A,,F1,ml,الجسم بارد.,,ar
A2_ml_ar_01,A2,A,,F1,ml,الشيء بارد.,,ar
A2_ml_zh_00,A2,A,,F1,ml,这个物体是冷的。,,zh
A2_ml_zh_01,A2,A,,F1,ml,这个东西是冷的。,,zh
A3_ml_de_00,A3,A,,F1,ml,Das Objekt ist warm.,,de
A3_ml_de_01,A3,A,,F1,ml,Das Ding ist warm.,,de
A3_ml_es_00,A3,A,,F1,ml,El objeto está tibio.,,es
A3_ml_es_01,A3,A,,F1,ml,La cosa está tibia.,,es
A3_ml_ar_00,A3,A,,F1,ml,الجسم دافئ.,,ar
A3_ml_ar_01,A3,A,,F1,ml,الشيء دافئ.,,ar
A3_ml_zh_00,A3,A,,F1,ml,这个物体是温热的。,,zh
A3_ml_zh_01,A3,A,,F1,ml,这个东西是温热的。,,zh
A4_ml_de_00,A4,A,,F1,ml,Das Objekt ist kühl.,,de
A4_ml_de_01,A4,A,,F1,ml,Das Ding ist kühl.,,de
A4_ml_es_00,A4,A,,F1,ml,El objeto está fresco.,,es
A4_ml_es_01,A4,A,,F1,ml,La cosa está fresca.,,es
A4_ml_ar_00,A4,A,,F1,ml,الجسم فاتر.,,ar
A4_ml_ar_01,A4,A,,F1,ml,الشيء فاتر.,,ar
A4_ml_zh_00,A4,A,,F1,ml,这个物体是凉的。,,zh
A4_ml_zh_01,A4,A,,F1,ml,这个东西是凉的。,,zh
B1_ml_de_00,B1,B,,F1,ml,Das Objekt ist groß.,,de
B1_ml_de_01,B1,B,,F1,ml,Das Ding ist groß.,,de
B1_ml_es_00,B1,B,,F1,ml,El objeto es grande.,,es
B1_ml_es_01,B1,B,,F1,ml,La cosa es grande.,,es
B1_ml_ar_00,B1,B,,F1,ml,الجسم كبير.,,ar
B1_ml_ar_01,B1,B,,F1,ml,الشيء كبير.,,ar
B1_ml_zh_00,B1,B,,F1,ml,这个物体是大的。,,zh
B1_ml_zh_01,B1,B,,F1,ml,这个东西是大的。,,zh
B2_ml_de_00,B2,B,,F1,ml,Das Objekt ist klein.,,de
B2_ml_de_01,B2,B,,F1,ml,Das Ding ist klein.,,de
B2_ml_es_00,B2,B,,F1,ml,El objeto es pequeño.,,es
B2_ml_es_01,B2,B,,F1,ml,La cosa es pequeña.,,es
B2_ml_ar_00,B2,B,,F1,ml,الجسم صغير.,,ar
B2_ml_ar_01,B2,B,,F1,ml,الشيء صغير.,,ar
B2_ml_zh_00,B2,B,,F1,ml,这个物体是小的。,,zh
B2_ml_zh_01,B2,B,,F1,ml,这个东西是小的。,,zh
B3_ml_de_00,B3,B,,F1,ml,Das Objekt ist riesig.,,de
B3_ml_de_01,B3,B,,F1,ml,Das Ding ist riesig.,,de
B3_ml_es_00,B3,B,,F1,ml,El objeto es enorme.,,es
B3_ml_es_01,B3,B,,F1,ml,La cosa es enorme.,,es
B3_ml_ar_00,B3,B,,F1,ml,الجسم ضخم جداً.,,ar
B3_ml_ar_01,B3,B,,F1,ml,الشيء ضخم جداً.,,ar
B3_ml_zh_00,B3,B,,F1,ml,这个物体是巨大的。,,zh
B3_ml_zh_01,B3,B,,F1,ml,这个东西是巨大的。,,zh
B4_ml_de_00,B4,B,,F1,ml,Das Objekt ist winzig.,,de
B4_ml_de_01,B4,B,,F1,ml,Das Ding ist winzig.,,de
B4_ml_es_00,B4,B,,F1,ml,El objeto es diminuto.,,es
B4_ml_es_01,B4,B,,F1,ml,La cosa es diminuta.,,es
B4_ml_ar_00,B4,B,,F1,ml,الجسم ضئيل جداً.,,ar
B4_ml_ar_01,B4,B,,F1,ml,الشيء ضئيل جداً.,,ar
B4_ml_zh_00,B4,B,,F1,ml,这个物体是微小的。,,zh
B4_ml_zh_01,B4,B,,F1,ml,这个东西是微小的。,,zh
C1_ml_de_00,C1,C,,F1,ml,Das Tier ist ein Hund.,,de
C1_ml_de_01,C1,C,,F1,ml,Das Lebewesen ist ein Hund.,,de
C1_ml_es_00,C1,C,,F1,ml,El animal es un perro.,,es
C1_ml_es_01,C1,C,,F1,ml,La criatura es un perro.,,es
C1_ml_ar_00,C1,C,,F1,ml,الحيوان كلب.,,ar
C1_ml_ar_01,C1,C,,F1,ml,المخلوق كلب.,,ar
C1_ml_zh_00,C1,C,,F1,ml,这只动物是一只狗。,,zh
C1_ml_zh_01,C1,C,,F1,ml,这个生物是一只狗。,,zh
C2_ml_de_00,C2,C,,F1,ml,Das Tier ist ein Canide.,,de
C2_ml_de_01,C2,C,,F1,ml,Das Lebewesen ist ein Canide.,,de
C2_ml_es_00,C2,C,,F1,ml,El animal es un cánido.,,es
C2_ml_es_01,C2,C,,F1,ml,La criatura es un cánido.,,es
C2_ml_ar_00,C2,C,,F1,ml,الحيوان من فصيلة الكلبيات.,,ar
C2_ml_ar_01,C2,C,,F1,ml,المخلوق من فصيلة الكلبيات.,,ar
C2_ml_zh_00,C2,C,,F1,ml,这只动物是犬科动物。,,zh
C2_ml_zh_01,C2,C,,F1,ml,这个生物是犬科动物。,,zh
C3_ml_de_00,C3,C,,F1,ml,Das Tier ist ein Säugetier.,,de
C3_ml_de_01,C3,C,,F1,ml,Das Lebewesen ist ein Säugetier.,,de
C3_ml_es_00,C3,C,,F1,ml,El animal es un mamífero.,,es
C3_ml_es_01,C3,C,,F1,ml,La criatura es un mamífero.,,es
C3_ml_ar_00,C3,C,,F1,ml,الحيوان من الثدييات.,,ar
C3_ml_ar_01,C3,C,,F1,ml,المخلوق من الثدييات.,,ar
C3_ml_zh_00,C3,C,,F1,ml,这只动物是哺乳动物。,,zh
C3_ml_zh_01,C3,C,,F1,ml,这个生物是哺乳动物。,,zh
C4_ml_de_00,C4,C,,F1,ml,Der Hund ist ein Arbeitshund.,,de
C4_ml_de_01,C4,C,,F1,ml,Dieser Hund ist ein Arbeitshund.,,de
C4_ml_es_00,C4,C,,F1,ml,El perro es un perro de trabajo.,,es
C4_ml_es_01,C4,C,,F1,ml,Este perro es un perro de trabajo.,,es
C4_ml_ar_00,C4,C,,F1,ml,الكلب كلب عمل.,,ar
C4_ml_ar_01,C4,C,,F1,ml,هذا الكلب كلب عمل.,,ar
C4_ml_zh_00,C4,C,,F1,ml,这只狗是一只工作犬。,,zh
C4_ml_zh_01,C4,C,,F1,ml,这只狗是工作犬。,,zh
D1_ml_de_00,D1,D,,F1,ml,Das Fahrzeug ist ein elektrisches Personenkraftfahrzeug.,,de
D1_ml_de_01,D1,D,,F1,ml,Dieses Fahrzeug ist ein elektrisches Auto für Passagiere.,,de
D1_ml_es_00,D1,D,,F1,ml,El vehículo es un vehículo de pasajeros eléctrico de carretera.,,es
D1_ml_es_01,D1,D,,F1,ml,Este vehículo es un automóvil eléctrico para pasajeros.,,es
D1_ml_ar_00,D1,D,,F1,ml,المركبة مركبة ركاب كهربائية على الطريق.,,ar
D1_ml_ar_01,D1,D,,F1,ml,هذه المركبة سيارة كهربائية لنقل الركاب.,,ar
D1_ml_zh_00,D1,D,,F1,ml,这辆车是一辆电动载客公路车辆。,,zh
D1_ml_zh_01,D1,D,,F1,ml,这辆车是一辆供乘客乘坐的电动汽车。,,zh
D2_ml_de_00,D2,D,,F1,ml,Das Fahrzeug ist ein Güterfahrzeug.,,de
D2_ml_de_01,D2,D,,F1,ml,Dieses Fahrzeug transportiert Güter.,,de
D2_ml_es_00,D2,D,,F1,ml,El vehículo es un vehículo de carga.,,es
D2_ml_es_01,D2,D,,F1,ml,Este vehículo transporta carga.,,es
D2_ml_ar_00,D2,D,,F1,ml,المركبة مركبة شحن.,,ar
D2_ml_ar_01,D2,D,,F1,ml,هذه المركبة تنقل البضائع.,,ar
D2_ml_zh_00,D2,D,,F1,ml,这辆车是一辆货运车辆。,,zh
D2_ml_zh_01,D2,D,,F1,ml,这辆车运载货物。,,zh
D3_ml_de_00,D3,D,,F1,ml,Das Fahrzeug ist ein Kompaktwagen.,,de
D3_ml_de_01,D3,D,,F1,ml,Dieses Auto ist ein Kompaktwagen.,,de
D3_ml_es_00,D3,D,,F1,ml,El vehículo es un automóvil compacto.,,es
D3_ml_es_01,D3,D,,F1,ml,Este automóvil es un automóvil compacto.,,es
D3_ml_ar_00,D3,D,,F1,ml,المركبة سيارة مدمجة.,,ar
D3_ml_ar_01,D3,D,,F1,ml,هذه السيارة سيارة مدمجة.,,ar
D3_ml_zh_00,D3,D,,F1,ml,这辆车是一辆紧凑型轿车。,,zh
D3_ml_zh_01,D3,D,,F1,ml,这辆汽车是一辆紧凑型轿车。,,zh
D4_ml_de_00,D4,D,,F1,ml,Das Softwaresystem ist eine verteilte Datenbank.,,de
D4_ml_de_01,D4,D,,F1,ml,Dieses System ist eine verteilte Datenbank.,,de
D4_ml_es_00,D4,D,,F1,ml,El sistema de software es una base de datos distribuida.,,es
D4_ml_es_01,D4,D,,F1,ml,Este sistema es una base de datos distribuida.,,es
D4_ml_ar_00,D4,D,,F1,ml,نظام البرمجيات قاعدة بيانات موزعة.,,ar
D4_ml_ar_01,D4,D,,F1,ml,هذا النظام قاعدة بيانات موزعة.,,ar
D4_ml_zh_00,D4,D,,F1,ml,该软件系统是一个分布式数据库。,,zh
D4_ml_zh_01,D4,D,,F1,ml,该系统是一个分布式数据库。,,zh
E1_ml_de_00,E1,E,,F1,ml,Das Schuhwerk ist ein wasserdichter Wanderstiefel.,,de
E1_ml_de_01,E1,E,,F1,ml,Dieser Schuh ist ein wasserdichter Wanderstiefel.,,de
E1_ml_es_00,E1,E,,F1,ml,El calzado es una bota de senderismo impermeable.,,es
E1_ml_es_01,E1,E,,F1,ml,Este zapato es una bota de senderismo impermeable.,,es
E1_ml_ar_00,E1,E,,F1,ml,الحذاء حذاء مشي مقاوم للماء.,,ar
E1_ml_ar_01,E1,E,,F1,ml,هذا الحذاء حذاء مشي جبلي مقاوم للماء.,,ar
E1_ml_zh_00,E1,E,,F1,ml,这双鞋是一双防水登山靴。,,zh
E1_ml_zh_01,E1,E,,F1,ml,这只鞋是一双防水登山靴。,,zh
E2_ml_de_00,E2,E,,F1,ml,Der Stuhl ist ein ergonomischer Bürostuhl.,,de
E2_ml_de_01,E2,E,,F1,ml,Dieser Sitz ist ein ergonomischer Bürostuhl.,,de
E2_ml_es_00,E2,E,,F1,ml,La silla es una silla de oficina ergonómica.,,es
E2_ml_es_01,E2,E,,F1,ml,Este asiento es una silla de oficina ergonómica.,,es
E2_ml_ar_00,E2,E,,F1,ml,الكرسي كرسي مكتبي مريح للجسم.,,ar
E2_ml_ar_01,E2,E,,F1,ml,هذا المقعد كرسي مكتبي مريح للجسم.,,ar
E2_ml_zh_00,E2,E,,F1,ml,这把椅子是一把符合人体工程学的办公椅。,,zh
E2_ml_zh_01,E2,E,,F1,ml,这个座位是一把符合人体工程学的办公椅。,,zh
E3_ml_de_00,E3,E,,F1,ml,Das Gebäude ist ein Wohnhochhaus.,,de
E3_ml_de_01,E3,E,,F1,ml,Dieses Bauwerk ist ein Wohnhochhaus.,,de
E3_ml_es_00,E3,E,,F1,ml,El edificio es un edificio de apartamentos residenciales.,,es
E3_ml_es_01,E3,E,,F1,ml,Esta estructura es un edificio de apartamentos residenciales.,,es
E3_ml_ar_00,E3,E,,F1,ml,المبنى مبنى شقق سكنية.,,ar
E3_ml_ar_01,E3,E,,F1,ml,هذا المبنى مبنى شقق سكنية.,,ar
E3_ml_zh_00,E3,E,,F1,ml,这栋建筑是一栋住宅公寓楼。,,zh
E3_ml_zh_01,E3,E,,F1,ml,这个建筑是一栋住宅公寓楼。,,zh
E4_ml_de_00,E4,E,,F1,ml,Das Gebäude ist ein Hochhaus mit Wohnungen.,,de
E4_ml_de_01,E4,E,,F1,ml,Dieses Bauwerk ist ein Hochhaus mit Wohnungen.,,de
E4_ml_es_00,E4,E,,F1,ml,El edificio es un edificio de apartamentos de gran altura.,,es
E4_ml_es_01,E4,E,,F1,ml,Esta estructura es un edificio de apartamentos de gran altura.,,es
E4_ml_ar_00,E4,E,,F1,ml,المبنى برج سكني شاهق.,,ar
E4_ml_ar_01,E4,E,,F1,ml,هذا المبنى برج سكني شاهق.,,ar
E4_ml_zh_00,E4,E,,F1,ml,这栋建筑是一栋高层公寓楼。,,zh
E4_ml_zh_01,E4,E,,F1,ml,这个建筑是一栋高层公寓楼。,,zh
F1_ml_de_00,F1,F,,F1,ml,Die Institution ist eine öffentliche Forschungsuniversität.,,de
F1_ml_de_01,F1,F,,F1,ml,Diese Organisation ist eine öffentliche Forschungsuniversität.,,de
F1_ml_es_00,F1,F,,F1,ml,La institución es una universidad pública de investigación.,,es
F1_ml_es_01,F1,F,,F1,ml,Esta organización es una universidad pública de investigación.,,es
F1_ml_ar_00,F1,F,,F1,ml,المؤسسة جامعة بحثية حكومية.,,ar
F1_ml_ar_01,F1,F,,F1,ml,هذه المنظمة جامعة بحثية حكومية.,,ar
F1_ml_zh_00,F1,F,,F1,ml,该机构是一所公立研究型大学。,,zh
F1_ml_zh_01,F1,F,,F1,ml,该组织是一所公立研究型大学。,,zh
F2_ml_de_00,F2,F,,F1,ml,Die Institution ist eine öffentliche Universität.,,de
F2_ml_de_01,F2,F,,F1,ml,Diese Organisation ist eine öffentliche Universität.,,de
F2_ml_es_00,F2,F,,F1,ml,La institución es una universidad pública.,,es
F2_ml_es_01,F2,F,,F1,ml,Esta organización es una universidad pública.,,es
F2_ml_ar_00,F2,F,,F1,ml,المؤسسة جامعة حكومية.,,ar
F2_ml_ar_01,F2,F,,F1,ml,هذه المنظمة جامعة حكومية.,,ar
F2_ml_zh_00,F2,F,,F1,ml,该机构是一所公立大学。,,zh
F2_ml_zh_01,F2,F,,F1,ml,该组织是一所公立大学。,,zh
F3_ml_de_00,F3,F,,F1,ml,Das Dokument ist ein befristeter Arbeitsvertrag.,,de
F3_ml_de_01,F3,F,,F1,ml,Diese Vereinbarung ist ein befristeter Arbeitsvertrag.,,de
F3_ml_es_00,F3,F,,F1,ml,El documento es un contrato de trabajo de duración determinada.,,es
F3_ml_es_01,F3,F,,F1,ml,Este acuerdo es un contrato de trabajo de duración determinada.,,es
F3_ml_ar_00,F3,F,,F1,ml,الوثيقة عقد عمل محدد المدة.,,ar
F3_ml_ar_01,F3,F,,F1,ml,هذه الاتفاقية عقد عمل محدد المدة.,,ar
F3_ml_zh_00,F3,F,,F1,ml,该文件是一份固定期限劳动合同。,,zh
F3_ml_zh_01,F3,F,,F1,ml,该协议是一份固定期限劳动合同。,,zh
F4_ml_de_00,F4,F,,F1,ml,Das Dokument ist ein Arbeitsvertrag.,,de
F4_ml_de_01,F4,F,,F1,ml,Diese Vereinbarung ist ein Arbeitsvertrag.,,de
F4_ml_es_00,F4,F,,F1,ml,El documento es un contrato de trabajo.,,es
F4_ml_es_01,F4,F,,F1,ml,Este acuerdo es un contrato de trabajo.,,es
F4_ml_ar_00,F4,F,,F1,ml,الوثيقة عقد عمل.,,ar
F4_ml_ar_01,F4,F,,F1,ml,هذه الاتفاقية عقد عمل.,,ar
F4_ml_zh_00,F4,F,,F1,ml,该文件是一份劳动合同。,,zh
F4_ml_zh_01,F4,F,,F1,ml,该协议是一份劳动合同。,,zh
